contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
Circular_Seq342	163255	No	NA	210	42	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq374	6194	No	NA	7	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq406	47944	No	NA	70	35	1	High-quality	High-quality	98.17	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq598	45381	No	NA	68	20	1	High-quality	High-quality	96.95	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq630	55465	No	NA	83	22	1	High-quality	High-quality	99.62	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq694	83335	No	NA	136	26	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq758	44605	No	NA	59	13	0	High-quality	High-quality	98.78	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq918	60933	No	NA	91	20	2	High-quality	High-quality	99.7	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq950	79694	No	NA	123	17	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq982	35475	No	NA	58	18	0	High-quality	High-quality	99.9	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq19	45113	Yes	39671	60	21	3	High-quality	High-quality	91.95	AAI-based (medium-confidence)	12.06	1.0	
Linear_Seq51	91479	Yes	87642	119	6	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	4.19	1.21	contig >1.5x longer than expected genome length
Linear_Seq147	37091	No	NA	58	28	0	Medium-quality	Genome-fragment	82.74	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq179	44168	Yes	38683	67	6	3	High-quality	High-quality	91.51	AAI-based (high-confidence)	12.42	1.01	
Linear_Seq243	89857	No	NA	138	33	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq307	27172	No	NA	45	9	1	Low-quality	Genome-fragment	46.15	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq339	58435	No	NA	102	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq371	17094	No	NA	22	2	2	Low-quality	Genome-fragment	40.6	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq403	43991	No	NA	45	7	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq467	93089	No	NA	157	40	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.05	contig >1.5x longer than expected genome length
Circular_Seq311	38807	No	NA	64	13	0	High-quality	High-quality	96.61	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq407	147418	No	NA	187	39	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq503	73177	No	NA	120	15	5	High-quality	High-quality	95.51	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq535	33727	No	NA	49	12	0	High-quality	High-quality	94.12	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq567	32061	No	NA	54	11	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq631	46980	No	NA	79	20	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq663	39571	No	NA	73	12	1	Medium-quality	Genome-fragment	86.49	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq695	53820	No	NA	85	23	1	High-quality	High-quality	98.42	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq791	47542	No	NA	78	16	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq887	46110	No	NA	60	8	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq20	38806	No	NA	46	46	0	High-quality	High-quality	96.74	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq52	43730	No	NA	51	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq116	35002	No	NA	54	23	0	Low-quality	Genome-fragment	47.87	HMM-based (lower-bound)	0.0	1.0	
Linear_Seq180	13767	No	NA	16	6	0	Low-quality	Genome-fragment	33.4	HMM-based (lower-bound)	0.0	1.02	
Linear_Seq212	11992	No	NA	17	5	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.02	
Linear_Seq308	33120	No	NA	57	18	0	High-quality	High-quality	93.43	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq340	15607	No	NA	23	4	0	Low-quality	Genome-fragment	46.72	HMM-based (lower-bound)	0.0	1.0	
Circular_Seq24	40314	No	NA	74	19	2	High-quality	High-quality	98.66	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq88	40291	No	NA	63	7	0	High-quality	High-quality	97.41	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq152	29735	No	NA	48	15	0	Medium-quality	Genome-fragment	57.99	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq216	44362	No	NA	56	4	0	High-quality	High-quality	98.06	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq408	97403	No	NA	84	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq472	57665	No	NA	103	16	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq536	45378	No	NA	71	23	0	High-quality	High-quality	93.47	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq568	42897	No	NA	72	16	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq664	83924	No	NA	128	26	2	High-quality	High-quality	98.83	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq728	57492	No	NA	78	12	3	High-quality	High-quality	98.56	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq21	69581	No	NA	100	16	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.12	contig >1.5x longer than expected genome length
Linear_Seq53	36259	No	NA	29	7	2	Medium-quality	Genome-fragment	77.45	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq85	70470	No	NA	105	13	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.07	
Linear_Seq117	64949	No	NA	91	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.12	contig >1.5x longer than expected genome length
Linear_Seq149	40787	No	NA	54	49	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
Linear_Seq245	38137	No	NA	64	15	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.04	
Linear_Seq309	102409	No	NA	106	13	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq373	35962	No	NA	53	16	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq25	33767	No	NA	42	16	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.72	high kmer_freq may indicate large duplication
Circular_Seq121	38741	No	NA	53	23	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq537	79515	No	NA	121	18	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq953	95176	No	NA	87	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq985	85508	Yes	81636	135	31	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	4.53	1.01	
Linear_Seq22	153747	No	NA	190	35	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.03	
Linear_Seq54	46996	No	NA	69	16	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq86	43298	No	NA	75	15	1	Medium-quality	Genome-fragment	87.61	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq182	40350	No	NA	47	46	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq246	37103	No	NA	52	9	0	Medium-quality	Genome-fragment	80.07	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq278	15871	No	NA	18	5	0	Medium-quality	Genome-fragment	52.83	HMM-based (lower-bound)	0.0	1.0	
Linear_Seq310	60820	No	NA	98	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq342	146428	No	NA	179	38	7	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq374	39353	Yes	30381	62	20	9	Medium-quality	Genome-fragment	81.29	AAI-based (high-confidence)	22.8	1.0	
Circular_Seq90	49193	No	NA	72	19	2	High-quality	High-quality	94.19	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq122	114433	No	NA	199	29	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.09	contig >1.5x longer than expected genome length
Circular_Seq186	61560	No	NA	101	31	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq218	40088	No	NA	62	27	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq346	129873	No	NA	243	21	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	
Circular_Seq410	55112	No	NA	61	9	2	Medium-quality	Genome-fragment	81.95	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq538	38428	No	NA	65	19	1	High-quality	High-quality	98.38	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq570	35344	No	NA	50	32	1	High-quality	High-quality	95.27	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq730	45831	No	NA	78	51	0	High-quality	High-quality	97.29	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq858	37323	No	NA	62	8	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq55	48983	No	NA	59	14	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq151	27022	No	NA	41	14	1	Medium-quality	Genome-fragment	70.05	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq279	86878	No	NA	143	30	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
Linear_Seq343	94178	No	NA	113	15	1	High-quality	High-quality	95.13	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq375	40597	Yes	36274	68	19	4	Medium-quality	Genome-fragment	61.99	HMM-based (lower-bound)	10.65	1.0	
Linear_Seq471	33949	No	NA	47	8	0	Medium-quality	Genome-fragment	72.72	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq27	38974	No	NA	55	23	1	High-quality	High-quality	98.89	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq123	46204	No	NA	73	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq155	45754	No	NA	78	24	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq187	36236	No	NA	61	13	1	High-quality	High-quality	92.07	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq379	5712	No	NA	8	4	0	High-quality	High-quality	99.83	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq507	101948	No	NA	99	17	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq571	39635	No	NA	64	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq603	44297	No	NA	84	13	1	Medium-quality	Genome-fragment	72.12	HMM-based (lower-bound)	0.0	1.0	
Circular_Seq635	109168	No	NA	166	14	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq667	99106	No	NA	113	30	1	Medium-quality	Genome-fragment	73.05	AAI-based (medium-confidence)	0.0	1.01	
Circular_Seq731	40708	No	NA	65	31	0	High-quality	High-quality	96.3	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq24	70556	No	NA	98	35	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.06	
Linear_Seq56	87298	No	NA	110	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.22	contig >1.5x longer than expected genome length
Linear_Seq152	33902	No	NA	51	19	4	High-quality	High-quality	90.77	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq216	37691	No	NA	51	21	1	Medium-quality	Genome-fragment	67.2	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq280	97613	No	NA	132	46	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.03	contig >1.5x longer than expected genome length
Linear_Seq344	97496	No	NA	154	16	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq376	58135	Yes	52730	101	17	2	High-quality	High-quality	100.0	AAI-based (medium-confidence)	9.3	1.0	
Linear_Seq440	83838	No	NA	120	39	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq472	47946	No	NA	60	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq92	41132	No	NA	53	32	0	High-quality	High-quality	94.72	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq156	55423	No	NA	75	33	1	High-quality	High-quality	97.67	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq188	39223	No	NA	60	21	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq220	55650	No	NA	93	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq348	92125	No	NA	88	9	1	High-quality	High-quality	97.95	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq508	39319	No	NA	56	26	0	High-quality	High-quality	92.44	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq540	58731	No	NA	104	21	1	High-quality	High-quality	99.5	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq572	6346	No	NA	7	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq668	59842	No	NA	103	21	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq860	49267	No	NA	76	21	0	High-quality	High-quality	98.25	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq924	46757	No	NA	65	14	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq988	33642	No	NA	53	18	0	High-quality	High-quality	98.47	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq153	37144	No	NA	52	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq185	22492	No	NA	26	15	2	Low-quality	Genome-fragment	41.97	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq217	46487	No	NA	86	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq249	41189	No	NA	63	18	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq281	122486	No	NA	170	45	5	Medium-quality	Genome-fragment	87.68	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq345	32690	No	NA	48	14	1	Medium-quality	Genome-fragment	89.88	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq441	22524	No	NA	38	12	3	Medium-quality	Genome-fragment	60.23	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq93	112827	No	NA	183	28	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq125	60189	No	NA	92	32	0	High-quality	High-quality	99.07	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq477	105869	No	NA	151	21	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq541	71072	No	NA	117	20	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq605	34183	No	NA	49	12	0	High-quality	High-quality	95.4	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq669	57264	No	NA	99	22	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq733	92232	No	NA	127	16	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq925	57733	No	NA	101	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq989	59225	No	NA	97	20	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq26	20116	No	NA	20	6	1	Low-quality	Genome-fragment	47.52	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq58	56038	No	NA	106	17	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq90	47389	No	NA	60	10	3	Medium-quality	Genome-fragment	55.61	HMM-based (lower-bound)	0.0	1.0	
Linear_Seq186	19840	No	NA	27	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.5	high kmer_freq may indicate large duplication; contig >1.5x longer than expected genome length
Linear_Seq218	37502	No	NA	65	21	0	High-quality	High-quality	99.18	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq250	167500	No	NA	212	54	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq282	84662	No	NA	121	29	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.09	
Linear_Seq346	55436	No	NA	84	37	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq378	49072	No	NA	75	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq474	57964	No	NA	100	15	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq30	61997	No	NA	71	11	2	High-quality	High-quality	92.15	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq62	40111	No	NA	66	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq190	42865	No	NA	72	20	0	Medium-quality	Genome-fragment	53.62	HMM-based (lower-bound)	0.0	1.0	
Circular_Seq254	39567	No	NA	61	8	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq382	37378	No	NA	48	10	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq542	6501	No	NA	9	4	0	High-quality	High-quality	99.4	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq702	111992	No	NA	114	31	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq990	85519	No	NA	133	26	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq27	30279	No	NA	38	3	2	Low-quality	Genome-fragment	48.38	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq155	41235	No	NA	66	8	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq187	55569	No	NA	75	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.04	
Linear_Seq219	73744	Yes	40506	95	13	15	Medium-quality	Genome-fragment	64.89	AAI-based (high-confidence)	45.07	1.0	low-confidence Provirus
Linear_Seq283	62211	No	NA	80	13	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.05	contig >1.5x longer than expected genome length
Linear_Seq347	51590	Yes	40573	73	21	9	Complete	High-quality	100.0	Provirus (high-confidence)	21.35	1.0	
Linear_Seq379	15584	No	NA	19	6	0	Medium-quality	Genome-fragment	78.25	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq411	99694	No	NA	64	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.03	
Circular_Seq159	163954	No	NA	195	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq191	47433	No	NA	67	7	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq255	39318	No	NA	73	17	0	High-quality	High-quality	93.28	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq351	62067	No	NA	99	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq415	160496	No	NA	191	39	4	High-quality	High-quality	99.92	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq511	32574	No	NA	43	6	1	High-quality	High-quality	97.94	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq543	74024	No	NA	94	12	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.26	contig >1.5x longer than expected genome length
Circular_Seq607	44208	No	NA	60	13	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq671	47097	No	NA	71	22	0	High-quality	High-quality	99.8	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq735	42429	No	NA	68	16	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq927	146072	No	NA	205	38	2	High-quality	High-quality	99.18	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq28	139380	No	NA	185	56	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq60	106908	No	NA	103	15	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.05	
Linear_Seq124	40982	Yes	30463	58	14	5	Medium-quality	Genome-fragment	89.07	AAI-based (high-confidence)	25.67	1.0	
Linear_Seq188	52437	No	NA	72	4	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq220	47913	No	NA	62	26	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq284	92088	Yes	82039	117	23	4	High-quality	High-quality	100.0	AAI-based (medium-confidence)	10.91	1.05	contig >1.5x longer than expected genome length
Linear_Seq316	48312	No	NA	82	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.05	
Linear_Seq348	53739	No	NA	81	31	1	Medium-quality	Genome-fragment	89.1	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq444	42364	No	NA	79	11	0	Medium-quality	Genome-fragment	81.28	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq96	41613	No	NA	75	21	0	High-quality	High-quality	99.12	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq128	54004	No	NA	79	22	0	High-quality	High-quality	98.58	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq160	93227	No	NA	144	14	1	High-quality	High-quality	98.49	AAI-based (high-confidence)	0.0	1.02	
Circular_Seq320	101265	No	NA	105	18	1	High-quality	High-quality	99.84	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq352	34705	No	NA	50	9	0	High-quality	High-quality	98.08	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq416	46202	No	NA	76	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq480	44767	No	NA	75	16	0	High-quality	High-quality	97.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq544	36480	No	NA	48	9	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq576	58745	No	NA	93	35	1	High-quality	High-quality	99.59	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq608	39641	No	NA	69	22	0	High-quality	High-quality	97.99	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq704	58359	No	NA	105	17	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq736	93350	No	NA	99	11	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq768	34966	No	NA	55	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq992	88864	No	NA	151	30	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.92	high kmer_freq may indicate large duplication; contig >1.5x longer than expected genome length
Linear_Seq29	41345	No	NA	62	16	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq125	57036	No	NA	56	9	3	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq189	7467	No	NA	19	10	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.35	
Linear_Seq221	23984	No	NA	7	1	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.09	contig >1.5x longer than expected genome length
Linear_Seq253	19585	No	NA	28	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.07	
Linear_Seq285	17198	No	NA	26	10	0	Medium-quality	Genome-fragment	76.08	AAI-based (medium-confidence)	0.0	1.01	
Linear_Seq317	16253	No	NA	21	13	1	Low-quality	Genome-fragment	46.66	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq349	43951	No	NA	59	8	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq381	35281	No	NA	58	14	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
